transaction_id,account_id,device_id,ip_address,card_fingerprint,transaction_amount,transaction_time,account_age_days,refund_rate
TXN_1a573d395e0e,ACC_3b84db8ace86,DEV_1103038acbf8,195.145.93.111,CARD_3b40d1c6e3a5,437.03,2026-07-20 14:14:39,1507,0.0304
TXN_cac158942b65,ACC_3b84db8ace86,DEV_1103038acbf8,195.145.93.111,CARD_3b40d1c6e3a5,834.29,2026-07-21 14:14:39,1507,0.0674
TXN_3f852af7bfa1,ACC_3b84db8ace86,DEV_1103038acbf8,195.145.93.111,CARD_3b40d1c6e3a5,987.49,2026-07-30 14:14:39,1507,0.0982
TXN_6d8479842e67,ACC_3b84db8ace86,DEV_1103038acbf8,195.145.93.111,CARD_3b40d1c6e3a5,1426.01,2026-08-08 14:14:39,1507,0.1295
TXN_a44d561e1211,ACC_3b84db8ace86,DEV_1103038acbf8,195.145.93.111,CARD_3b40d1c6e3a5,1296.48,2026-08-12 14:14:39,1507,0.1736
TXN_5c4cac34cb91,ACC_3b84db8ace86,DEV_1103038acbf8,195.145.93.111,CARD_3b40d1c6e3a5,1044.83,2026-08-22 14:14:39,1507,0.0528
TXN_8aa87a4b4225,ACC_3b84db8ace86,DEV_1103038acbf8,195.145.93.111,CARD_3b40d1c6e3a5,315.07,2026-08-31 14:14:39,1507,0.0584
TXN_2bc807214afb,ACC_3b84db8ace86,DEV_1103038acbf8,195.145.93.111,CARD_3b40d1c6e3a5,1077.9,2026-09-03 14:14:39,1507,0.0163
TXN_21c034a0d97d,ACC_3b84db8ace86,DEV_1103038acbf8,195.145.93.111,CARD_3b40d1c6e3a5,1140.42,2026-09-06 14:14:39,1507,0.0188
TXN_faa1edff909d,ACC_3b84db8ace86,DEV_1103038acbf8,195.145.93.111,CARD_3b40d1c6e3a5,5437.68,2026-09-12 14:14:39,1507,0.0574
TXN_bc4948741597,ACC_c3956fde3241,DEV_f8837a3a72da,123.87.51.44,CARD_948614818376,967.74,2026-06-11 23:46:50,131,0.0346
TXN_647478314a7b,ACC_c3956fde3241,DEV_f8837a3a72da,123.87.51.44,CARD_948614818376,1334.09,2026-06-20 23:46:50,131,0.0932
TXN_b3558f9d71db,ACC_c3956fde3241,DEV_f8837a3a72da,123.87.51.44,CARD_948614818376,2305.0,2026-06-28 23:46:50,131,0.0504
TXN_32945072fe6a,ACC_c3956fde3241,DEV_f8837a3a72da,123.87.51.44,CARD_948614818376,1787.83,2026-06-30 23:46:50,131,0.1338
TXN_ecf65bdf077b,ACC_c3956fde3241,DEV_f8837a3a72da,123.87.51.44,CARD_948614818376,2729.34,2026-07-04 23:46:50,131,0.1177
TXN_b869ad4a8388,ACC_c3956fde3241,DEV_f8837a3a72da,123.87.51.44,CARD_948614818376,440.89,2026-07-14 23:46:50,131,0.1011
TXN_90671f461591,ACC_c3956fde3241,DEV_f8837a3a72da,123.87.51.44,CARD_948614818376,576.03,2026-07-22 23:46:50,131,0.0169
TXN_00bf7f65e8c8,ACC_c3956fde3241,DEV_f8837a3a72da,123.87.51.44,CARD_948614818376,758.93,2026-07-24 23:46:50,131,0.1105
TXN_666d785a7c2d,ACC_c3956fde3241,DEV_f8837a3a72da,123.87.51.44,CARD_948614818376,400.24,2026-08-02 23:46:50,131,0.1197
TXN_38c2c76efa78,ACC_c3956fde3241,DEV_f8837a3a72da,123.87.51.44,CARD_948614818376,1146.61,2026-08-10 23:46:50,131,0.0396
TXN_a159e8322e83,ACC_016b87982cfc,DEV_b0a5ee6b92b3,133.199.106.254,CARD_d3495c1cc4fe,603.28,2026-07-26 14:30:01,1556,0.1692
TXN_7a58584e301f,ACC_016b87982cfc,DEV_b0a5ee6b92b3,133.199.106.254,CARD_d3495c1cc4fe,3003.27,2026-07-27 14:30:01,1556,0.0334
TXN_0a1c86327aa8,ACC_016b87982cfc,DEV_b0a5ee6b92b3,133.199.106.254,CARD_d3495c1cc4fe,659.11,2026-08-04 14:30:01,1556,0.1672
TXN_9572fa4967e1,ACC_016b87982cfc,DEV_b0a5ee6b92b3,133.199.106.254,CARD_d3495c1cc4fe,889.5,2026-08-07 14:30:01,1556,0.1591
TXN_4c821f209f3b,ACC_016b87982cfc,DEV_b0a5ee6b92b3,133.199.106.254,CARD_d3495c1cc4fe,1860.85,2026-08-16 14:30:01,1556,0.1489
TXN_0e51c1ef5ba6,ACC_016b87982cfc,DEV_b0a5ee6b92b3,133.199.106.254,CARD_d3495c1cc4fe,492.72,2026-08-23 14:30:01,1556,0.1044
TXN_4e9100a6483e,ACC_016b87982cfc,DEV_b0a5ee6b92b3,133.199.106.254,CARD_d3495c1cc4fe,385.73,2026-08-31 14:30:01,1556,0.0258
TXN_28e33f2a3d94,ACC_016b87982cfc,DEV_b0a5ee6b92b3,133.199.106.254,CARD_d3495c1cc4fe,1236.47,2026-09-10 14:30:01,1556,0.1625
TXN_f031c3e3f109,ACC_016b87982cfc,DEV_b0a5ee6b92b3,133.199.106.254,CARD_d3495c1cc4fe,1298.45,2026-09-11 14:30:01,1556,0.0676
TXN_7719297f6a6b,ACC_016b87982cfc,DEV_b0a5ee6b92b3,133.199.106.254,CARD_d3495c1cc4fe,1822.9,2026-09-20 14:30:01,1556,0.0694
TXN_fc1d4b8f8b83,ACC_9badae99b8f2,DEV_067651cdfb63,49.240.112.5,CARD_1c2e0f332b03,1539.58,2026-06-12 02:06:02,515,0.8355
TXN_efbb03b753a5,ACC_9badae99b8f2,DEV_067651cdfb63,49.240.112.5,CARD_1c2e0f332b03,1330.14,2026-06-19 02:06:02,515,0.8531
TXN_edb2bdba2b29,ACC_9badae99b8f2,DEV_067651cdfb63,49.240.112.5,CARD_1c2e0f332b03,704.85,2026-06-23 02:06:02,515,0.8858
TXN_4dcd8f744905,ACC_9badae99b8f2,DEV_067651cdfb63,49.240.112.5,CARD_1c2e0f332b03,5660.17,2026-06-30 02:06:02,515,0.1628
TXN_37907e6ecc75,ACC_9badae99b8f2,DEV_067651cdfb63,49.240.112.5,CARD_1c2e0f332b03,1326.76,2026-07-09 02:06:02,515,0.8451
TXN_fd0a18b75b81,ACC_9badae99b8f2,DEV_067651cdfb63,49.240.112.5,CARD_1c2e0f332b03,6667.51,2026-07-11 02:06:02,515,0.0373
TXN_9e2c99bc9b4a,ACC_9badae99b8f2,DEV_067651cdfb63,49.240.112.5,CARD_1c2e0f332b03,3687.68,2026-07-18 02:06:02,515,0.6111
TXN_aa6dc4c6566d,ACC_9badae99b8f2,DEV_067651cdfb63,49.240.112.5,CARD_1c2e0f332b03,13198.1,2026-07-25 02:06:02,515,0.0481
TXN_cc0affccf918,ACC_9badae99b8f2,DEV_067651cdfb63,49.240.112.5,CARD_1c2e0f332b03,581.99,2026-08-01 02:06:02,515,0.9475
TXN_197be8acb438,ACC_9badae99b8f2,DEV_067651cdfb63,49.240.112.5,CARD_1c2e0f332b03,1829.15,2026-08-08 02:06:02,515,0.9044
TXN_eecc9689c77f,ACC_56c29bcf270c,DEV_a416bcc9392e,56.27.131.135,CARD_6af7cd982715,2051.23,2026-06-27 00:12:23,1727,0.1218
TXN_d3e3289ffbf7,ACC_56c29bcf270c,DEV_a416bcc9392e,56.27.131.135,CARD_6af7cd982715,1434.12,2026-07-04 00:12:23,1727,0.1066
TXN_a56f11bdba47,ACC_56c29bcf270c,DEV_a416bcc9392e,56.27.131.135,CARD_6af7cd982715,934.95,2026-07-06 00:12:23,1727,0.0551
TXN_dcf5aab060b8,ACC_56c29bcf270c,DEV_a416bcc9392e,56.27.131.135,CARD_6af7cd982715,671.87,2026-07-15 00:12:23,1727,0.0515
TXN_64d29ae42a80,ACC_56c29bcf270c,DEV_a416bcc9392e,56.27.131.135,CARD_6af7cd982715,1043.03,2026-07-18 00:12:23,1727,0.1616
TXN_1a934bfb6863,ACC_56c29bcf270c,DEV_a416bcc9392e,56.27.131.135,CARD_6af7cd982715,1368.88,2026-07-24 00:12:23,1727,0.1173
TXN_4b7d84b5c978,ACC_56c29bcf270c,DEV_a416bcc9392e,56.27.131.135,CARD_6af7cd982715,1105.94,2026-07-26 00:12:23,1727,0.1081
TXN_5af104bedc07,ACC_56c29bcf270c,DEV_a416bcc9392e,56.27.131.135,CARD_6af7cd982715,2820.86,2026-07-29 00:12:23,1727,0.0937
TXN_858fe8b25722,ACC_56c29bcf270c,DEV_a416bcc9392e,56.27.131.135,CARD_6af7cd982715,1646.96,2026-08-07 00:12:23,1727,0.0577
TXN_dc70e7e53a08,ACC_56c29bcf270c,DEV_a416bcc9392e,56.27.131.135,CARD_6af7cd982715,628.19,2026-08-14 00:12:23,1727,0.0141
TXN_ebdad368611e,ACC_072b11d26d8e,DEV_d36ef2048c9a,118.170.66.201,CARD_98a5a60589f2,546.71,2026-08-15 06:07:27,1733,0.1699
TXN_e1d79f16f7b0,ACC_072b11d26d8e,DEV_d36ef2048c9a,118.170.66.201,CARD_98a5a60589f2,1500.58,2026-08-24 06:07:27,1733,0.1722
TXN_ec0ee7653725,ACC_072b11d26d8e,DEV_d36ef2048c9a,118.170.66.201,CARD_98a5a60589f2,948.37,2026-08-27 06:07:27,1733,0.0126
TXN_bbd3939aa11d,ACC_072b11d26d8e,DEV_d36ef2048c9a,118.170.66.201,CARD_98a5a60589f2,1744.29,2026-08-31 06:07:27,1733,0.1678
TXN_19b22f9f2353,ACC_072b11d26d8e,DEV_d36ef2048c9a,118.170.66.201,CARD_98a5a60589f2,1491.6,2026-09-01 06:07:27,1733,0.1738
TXN_6570a092d3b8,ACC_072b11d26d8e,DEV_d36ef2048c9a,118.170.66.201,CARD_98a5a60589f2,1045.93,2026-09-02 06:07:27,1733,0.155
TXN_5a908c9293f4,ACC_072b11d26d8e,DEV_d36ef2048c9a,118.170.66.201,CARD_98a5a60589f2,632.44,2026-09-07 06:07:27,1733,0.1547
TXN_a6c2d7a75eb9,ACC_072b11d26d8e,DEV_d36ef2048c9a,118.170.66.201,CARD_98a5a60589f2,409.67,2026-09-15 06:07:27,1733,0.0639
TXN_be2e136adf81,ACC_072b11d26d8e,DEV_d36ef2048c9a,118.170.66.201,CARD_98a5a60589f2,1260.37,2026-09-24 06:07:27,1733,0.1691
TXN_16bb68c9e5a0,ACC_072b11d26d8e,DEV_d36ef2048c9a,118.170.66.201,CARD_98a5a60589f2,487.98,2026-10-01 06:07:27,1733,0.1283
TXN_fff7faee2514,ACC_edcc347452c4,DEV_1af8d3f4a8f0,147.9.86.8,CARD_3555343f1308,617.38,2026-07-23 17:30:32,1535,0.1146
TXN_55974492af1a,ACC_edcc347452c4,DEV_1af8d3f4a8f0,147.9.86.8,CARD_3555343f1308,1211.87,2026-08-01 17:30:32,1535,0.1783
TXN_6cdd379474f5,ACC_edcc347452c4,DEV_1af8d3f4a8f0,147.9.86.8,CARD_3555343f1308,1138.92,2026-08-08 17:30:32,1535,0.1592
TXN_7dea9fe5dd76,ACC_edcc347452c4,DEV_1af8d3f4a8f0,147.9.86.8,CARD_3555343f1308,521.69,2026-08-12 17:30:32,1535,0.1359
TXN_0b48eb50f2ca,ACC_edcc347452c4,DEV_1af8d3f4a8f0,147.9.86.8,CARD_3555343f1308,2217.16,2026-08-16 17:30:32,1535,0.0711
TXN_42c1373bd27c,ACC_edcc347452c4,DEV_1af8d3f4a8f0,147.9.86.8,CARD_3555343f1308,2175.41,2026-08-24 17:30:32,1535,0.0599
TXN_141f85bd4548,ACC_edcc347452c4,DEV_1af8d3f4a8f0,147.9.86.8,CARD_3555343f1308,1532.68,2026-08-30 17:30:32,1535,0.1574
TXN_78cd074732bb,ACC_edcc347452c4,DEV_1af8d3f4a8f0,147.9.86.8,CARD_3555343f1308,1531.44,2026-09-02 17:30:32,1535,0.1653
TXN_5cb4e27247ad,ACC_edcc347452c4,DEV_1af8d3f4a8f0,147.9.86.8,CARD_3555343f1308,1532.69,2026-09-07 17:30:32,1535,0.1457
TXN_efb4ffc0f704,ACC_edcc347452c4,DEV_1af8d3f4a8f0,147.9.86.8,CARD_3555343f1308,13416.97,2026-09-11 17:30:32,1535,0.1205
TXN_41079b74174c,ACC_6467e69e5d0e,DEV_d31f5907782e,21.175.52.90,CARD_8b61944a98f8,2038.77,2026-08-19 22:22:04,1146,0.1613
TXN_30b792ae356a,ACC_6467e69e5d0e,DEV_d31f5907782e,21.175.52.90,CARD_8b61944a98f8,1674.73,2026-08-21 22:22:04,1146,0.0675
TXN_72ddda6d357e,ACC_6467e69e5d0e,DEV_d31f5907782e,21.175.52.90,CARD_8b61944a98f8,663.59,2026-08-22 22:22:04,1146,0.1083
TXN_d40e2ce9290b,ACC_6467e69e5d0e,DEV_d31f5907782e,21.175.52.90,CARD_8b61944a98f8,940.18,2026-08-29 22:22:04,1146,0.0161
TXN_d6fff31c813a,ACC_6467e69e5d0e,DEV_d31f5907782e,21.175.52.90,CARD_8b61944a98f8,4937.07,2026-09-08 22:22:04,1146,0.0587
TXN_1ea3c89abb69,ACC_6467e69e5d0e,DEV_d31f5907782e,21.175.52.90,CARD_8b61944a98f8,325.8,2026-09-09 22:22:04,1146,0.1104
TXN_b5985001ad15,ACC_6467e69e5d0e,DEV_d31f5907782e,21.175.52.90,CARD_8b61944a98f8,806.94,2026-09-13 22:22:04,1146,0.0316
TXN_4393fbe53e24,ACC_6467e69e5d0e,DEV_d31f5907782e,21.175.52.90,CARD_8b61944a98f8,2225.68,2026-09-17 22:22:04,1146,0.0988
TXN_ef75c2bc092a,ACC_6467e69e5d0e,DEV_d31f5907782e,21.175.52.90,CARD_8b61944a98f8,688.87,2026-09-19 22:22:04,1146,0.1159
TXN_dc95cccff910,ACC_6467e69e5d0e,DEV_d31f5907782e,21.175.52.90,CARD_8b61944a98f8,1705.71,2026-09-21 22:22:04,1146,0.0245
TXN_754622379270,ACC_4439cdae5749,DEV_0015012a6135,118.170.66.201,CARD_59b90fb925c6,1129.6,2026-07-06 14:49:47,1103,0.1019
TXN_bdbf538a0c00,ACC_4439cdae5749,DEV_0015012a6135,118.170.66.201,CARD_59b90fb925c6,717.99,2026-07-07 14:49:47,1103,0.1184
TXN_c485dc6e446a,ACC_4439cdae5749,DEV_0015012a6135,118.170.66.201,CARD_59b90fb925c6,294.02,2026-07-08 14:49:47,1103,0.1452
TXN_0f81a8929b23,ACC_4439cdae5749,DEV_0015012a6135,118.170.66.201,CARD_59b90fb925c6,1237.93,2026-07-12 14:49:47,1103,0.056
TXN_84a98a5882d4,ACC_4439cdae5749,DEV_0015012a6135,118.170.66.201,CARD_59b90fb925c6,655.15,2026-07-13 14:49:47,1103,0.0143
TXN_3fb4efb4e5c9,ACC_4439cdae5749,DEV_0015012a6135,118.170.66.201,CARD_59b90fb925c6,1017.82,2026-07-13 14:54:47,1103,0.1737
TXN_c46452ee8b16,ACC_4439cdae5749,DEV_0015012a6135,118.170.66.201,CARD_59b90fb925c6,1522.7,2026-07-23 14:54:47,1103,0.0795
TXN_9ac7358ea3cf,ACC_4439cdae5749,DEV_0015012a6135,118.170.66.201,CARD_59b90fb925c6,1925.11,2026-08-02 14:54:47,1103,0.0395
TXN_9f7085003aea,ACC_4439cdae5749,DEV_0015012a6135,118.170.66.201,CARD_59b90fb925c6,805.36,2026-08-08 14:54:47,1103,0.1034
TXN_ec06c737f34a,ACC_4439cdae5749,DEV_0015012a6135,118.170.66.201,CARD_59b90fb925c6,717.19,2026-08-11 14:54:47,1103,0.1315
TXN_078a7acfad0e,ACC_bc047be86e66,DEV_52463fbcd1a3,87.228.63.33,CARD_355f5db747d8,483.2,2026-07-23 15:01:57,256,0.1723
TXN_70aadc519ea1,ACC_bc047be86e66,DEV_52463fbcd1a3,87.228.63.33,CARD_355f5db747d8,1991.43,2026-08-01 15:01:57,256,0.1354
TXN_f5cc5880c6a5,ACC_bc047be86e66,DEV_52463fbcd1a3,87.228.63.33,CARD_355f5db747d8,4356.4,2026-08-05 15:01:57,256,0.0813
TXN_587e03e86283,ACC_bc047be86e66,DEV_52463fbcd1a3,87.228.63.33,CARD_355f5db747d8,2145.45,2026-08-12 15:01:57,256,0.0521
TXN_34ee2b02968c,ACC_bc047be86e66,DEV_52463fbcd1a3,87.228.63.33,CARD_355f5db747d8,2498.62,2026-08-17 15:01:57,256,0.0124
TXN_c6cf38abdcbc,ACC_bc047be86e66,DEV_52463fbcd1a3,87.228.63.33,CARD_355f5db747d8,692.3,2026-08-22 15:01:57,256,0.0297
TXN_5ca8be29e002,ACC_bc047be86e66,DEV_52463fbcd1a3,87.228.63.33,CARD_355f5db747d8,1463.35,2026-08-23 15:01:57,256,0.0906
TXN_af322e36a74b,ACC_bc047be86e66,DEV_52463fbcd1a3,87.228.63.33,CARD_355f5db747d8,1814.4,2026-09-01 15:01:57,256,0.0266
TXN_46f8574c8fac,ACC_bc047be86e66,DEV_52463fbcd1a3,87.228.63.33,CARD_355f5db747d8,133.38,2026-09-11 15:01:57,256,0.0394
TXN_66b996b79e84,ACC_bc047be86e66,DEV_52463fbcd1a3,87.228.63.33,CARD_355f5db747d8,563.49,2026-09-14 15:01:57,256,0.0838
TXN_89e5353941e4,ACC_894d3f3394ed,DEV_ccc8736250e7,163.206.145.94,CARD_3298a23dfe84,3168.67,2026-08-19 20:48:08,1743,0.118
TXN_a0ac9b777636,ACC_894d3f3394ed,DEV_ccc8736250e7,163.206.145.94,CARD_3298a23dfe84,432.86,2026-08-26 20:48:08,1743,0.0177
TXN_e0c25d0f8274,ACC_894d3f3394ed,DEV_ccc8736250e7,163.206.145.94,CARD_3298a23dfe84,2798.47,2026-09-04 20:48:08,1743,0.0955
TXN_287a48015bac,ACC_894d3f3394ed,DEV_ccc8736250e7,163.206.145.94,CARD_3298a23dfe84,431.25,2026-09-12 20:48:08,1743,0.1556
