transaction_id,account_id,is_fraud_ring,is_behavioral_anomaly,is_fraud,fraud_type,fraud_ring_id
TXN_b3558f9d71db,ACC_c3956fde3241,False,False,False,normal,
TXN_32945072fe6a,ACC_c3956fde3241,False,False,False,normal,
TXN_ecf65bdf077b,ACC_c3956fde3241,False,False,False,normal,
TXN_b869ad4a8388,ACC_c3956fde3241,False,False,False,normal,
TXN_90671f461591,ACC_c3956fde3241,False,False,False,normal,
TXN_00bf7f65e8c8,ACC_c3956fde3241,False,False,False,normal,
TXN_666d785a7c2d,ACC_c3956fde3241,False,False,False,normal,
TXN_38c2c76efa78,ACC_c3956fde3241,False,False,False,normal,
TXN_a159e8322e83,ACC_016b87982cfc,False,False,False,normal,
TXN_7a58584e301f,ACC_016b87982cfc,False,False,False,normal,
TXN_0a1c86327aa8,ACC_016b87982cfc,False,False,False,normal,
TXN_9572fa4967e1,ACC_016b87982cfc,False,False,False,normal,
TXN_4c821f209f3b,ACC_016b87982cfc,False,False,False,normal,
TXN_0e51c1ef5ba6,ACC_016b87982cfc,False,False,False,normal,
TXN_4e9100a6483e,ACC_016b87982cfc,False,False,False,normal,
TXN_28e33f2a3d94,ACC_016b87982cfc,False,False,False,normal,
TXN_f031c3e3f109,ACC_016b87982cfc,False,False,False,normal,
TXN_7719297f6a6b,ACC_016b87982cfc,False,False,False,normal,
TXN_fc1d4b8f8b83,ACC_9badae99b8f2,False,True,True,behavioral_anomaly,
TXN_efbb03b753a5,ACC_9badae99b8f2,False,True,True,behavioral_anomaly,
TXN_edb2bdba2b29,ACC_9badae99b8f2,False,True,True,behavioral_anomaly,
TXN_4dcd8f744905,ACC_9badae99b8f2,False,True,True,behavioral_anomaly,
TXN_37907e6ecc75,ACC_9badae99b8f2,False,True,True,behavioral_anomaly,
TXN_fd0a18b75b81,ACC_9badae99b8f2,False,True,True,behavioral_anomaly,
TXN_9e2c99bc9b4a,ACC_9badae99b8f2,False,True,True,behavioral_anomaly,
TXN_aa6dc4c6566d,ACC_9badae99b8f2,False,True,True,behavioral_anomaly,
TXN_cc0affccf918,ACC_9badae99b8f2,False,True,True,behavioral_anomaly,
TXN_197be8acb438,ACC_9badae99b8f2,False,True,True,behavioral_anomaly,
TXN_eecc9689c77f,ACC_56c29bcf270c,False,False,False,normal,
TXN_d3e3289ffbf7,ACC_56c29bcf270c,False,False,False,normal,
TXN_a56f11bdba47,ACC_56c29bcf270c,False,False,False,normal,
TXN_dcf5aab060b8,ACC_56c29bcf270c,False,False,False,normal,
TXN_64d29ae42a80,ACC_56c29bcf270c,False,False,False,normal,
TXN_1a934bfb6863,ACC_56c29bcf270c,False,False,False,normal,
TXN_4b7d84b5c978,ACC_56c29bcf270c,False,False,False,normal,
TXN_5af104bedc07,ACC_56c29bcf270c,False,False,False,normal,
TXN_858fe8b25722,ACC_56c29bcf270c,False,False,False,normal,
TXN_dc70e7e53a08,ACC_56c29bcf270c,False,False,False,normal,
TXN_ebdad368611e,ACC_072b11d26d8e,False,False,False,normal,
TXN_e1d79f16f7b0,ACC_072b11d26d8e,False,False,False,normal,
TXN_ec0ee7653725,ACC_072b11d26d8e,False,False,False,normal,
TXN_bbd3939aa11d,ACC_072b11d26d8e,False,False,False,normal,
TXN_19b22f9f2353,ACC_072b11d26d8e,False,False,False,normal,
TXN_6570a092d3b8,ACC_072b11d26d8e,False,False,False,normal,
TXN_5a908c9293f4,ACC_072b11d26d8e,False,False,False,normal,
TXN_a6c2d7a75eb9,ACC_072b11d26d8e,False,False,False,normal,
TXN_be2e136adf81,ACC_072b11d26d8e,False,False,False,normal,
TXN_16bb68c9e5a0,ACC_072b11d26d8e,False,False,False,normal,
TXN_fff7faee2514,ACC_edcc347452c4,False,False,False,normal,
TXN_55974492af1a,ACC_edcc347452c4,False,False,False,normal,
TXN_6cdd379474f5,ACC_edcc347452c4,False,False,False,normal,
TXN_7dea9fe5dd76,ACC_edcc347452c4,False,False,False,normal,
TXN_0b48eb50f2ca,ACC_edcc347452c4,False,False,False,normal,
TXN_42c1373bd27c,ACC_edcc347452c4,False,False,False,normal,
TXN_141f85bd4548,ACC_edcc347452c4,False,False,False,normal,
TXN_78cd074732bb,ACC_edcc347452c4,False,False,False,normal,
TXN_5cb4e27247ad,ACC_edcc347452c4,False,False,False,normal,
TXN_efb4ffc0f704,ACC_edcc347452c4,False,False,False,normal,
TXN_41079b74174c,ACC_6467e69e5d0e,False,False,False,normal,
TXN_30b792ae356a,ACC_6467e69e5d0e,False,False,False,normal,
TXN_72ddda6d357e,ACC_6467e69e5d0e,False,False,False,normal,
TXN_d40e2ce9290b,ACC_6467e69e5d0e,False,False,False,normal,
TXN_d6fff31c813a,ACC_6467e69e5d0e,False,False,False,normal,
TXN_1ea3c89abb69,ACC_6467e69e5d0e,False,False,False,normal,
TXN_b5985001ad15,ACC_6467e69e5d0e,False,False,False,normal,
TXN_4393fbe53e24,ACC_6467e69e5d0e,False,False,False,normal,
TXN_ef75c2bc092a,ACC_6467e69e5d0e,False,False,False,normal,
TXN_dc95cccff910,ACC_6467e69e5d0e,False,False,False,normal,
TXN_754622379270,ACC_4439cdae5749,False,False,False,normal,
TXN_bdbf538a0c00,ACC_4439cdae5749,False,False,False,normal,
TXN_c485dc6e446a,ACC_4439cdae5749,False,False,False,normal,
TXN_0f81a8929b23,ACC_4439cdae5749,False,False,False,normal,
TXN_84a98a5882d4,ACC_4439cdae5749,False,False,False,normal,
TXN_3fb4efb4e5c9,ACC_4439cdae5749,False,False,False,normal,
TXN_c46452ee8b16,ACC_4439cdae5749,False,False,False,normal,
TXN_9ac7358ea3cf,ACC_4439cdae5749,False,False,False,normal,
TXN_9f7085003aea,ACC_4439cdae5749,False,False,False,normal,
TXN_ec06c737f34a,ACC_4439cdae5749,False,False,False,normal,
TXN_078a7acfad0e,ACC_bc047be86e66,False,False,False,normal,
TXN_70aadc519ea1,ACC_bc047be86e66,False,False,False,normal,
TXN_f5cc5880c6a5,ACC_bc047be86e66,False,False,False,normal,
TXN_587e03e86283,ACC_bc047be86e66,False,False,False,normal,
TXN_34ee2b02968c,ACC_bc047be86e66,False,False,False,normal,
TXN_c6cf38abdcbc,ACC_bc047be86e66,False,False,False,normal,
TXN_5ca8be29e002,ACC_bc047be86e66,False,False,False,normal,
TXN_af322e36a74b,ACC_bc047be86e66,False,False,False,normal,
TXN_46f8574c8fac,ACC_bc047be86e66,False,False,False,normal,
TXN_66b996b79e84,ACC_bc047be86e66,False,False,False,normal,
TXN_89e5353941e4,ACC_894d3f3394ed,False,False,False,normal,
TXN_a0ac9b777636,ACC_894d3f3394ed,False,False,False,normal,
TXN_e0c25d0f8274,ACC_894d3f3394ed,False,False,False,normal,
TXN_287a48015bac,ACC_894d3f3394ed,False,False,False,normal,
TXN_14758ccb69ce,ACC_894d3f3394ed,False,False,False,normal,
TXN_45def4cc83a3,ACC_894d3f3394ed,False,False,False,normal,
TXN_8c470fac6a3a,ACC_894d3f3394ed,False,False,False,normal,
TXN_1d9e6fe001eb,ACC_894d3f3394ed,False,False,False,normal,
TXN_869ddaeb5ad9,ACC_894d3f3394ed,False,False,False,normal,
TXN_98ecfa324ce7,ACC_894d3f3394ed,False,False,False,normal,
TXN_b29db1a84943,ACC_f94103e57971,False,False,False,normal,
TXN_dc576c2446be,ACC_f94103e57971,False,False,False,normal,
TXN_00da2f467e0f,ACC_f94103e57971,False,False,False,normal,
TXN_d66fa8262a7f,ACC_f94103e57971,False,False,False,normal,
TXN_0e8aebb0ac97,ACC_f94103e57971,False,False,False,normal,
TXN_9f4ee9a32a4f,ACC_f94103e57971,False,False,False,normal,
TXN_891fba703e0d,ACC_f94103e57971,False,False,False,normal,
TXN_02c530afb629,ACC_f94103e57971,False,False,False,normal,
TXN_0c8dd041a0ba,ACC_f94103e57971,False,False,False,normal,
TXN_31a051b76f69,ACC_f94103e57971,False,False,False,normal,
TXN_565ab3a01bf2,ACC_d7160c10d49e,False,False,False,normal,
TXN_209f30b5a89e,ACC_d7160c10d49e,False,False,False,normal,
TXN_54a46822b237,ACC_d7160c10d49e,False,False,False,normal,
TXN_c977502aaa9f,ACC_d7160c10d49e,False,False,False,normal,
TXN_9b83bda39f4a,ACC_d7160c10d49e,False,False,False,normal,
TXN_393e53871915,ACC_d7160c10d49e,False,False,False,normal,
TXN_2b07a3897b11,ACC_d7160c10d49e,False,False,False,normal,
TXN_381d2697a34f,ACC_d7160c10d49e,False,False,False,normal,
TXN_1dcc474431fa,ACC_d7160c10d49e,False,False,False,normal,
TXN_f4d02fa7c494,ACC_d7160c10d49e,False,False,False,normal,
TXN_805b8bb24bae,ACC_526ad32d1552,False,False,False,normal,
TXN_fba6ed941aa8,ACC_526ad32d1552,False,False,False,normal,
TXN_d02a919e2a93,ACC_526ad32d1552,False,False,False,normal,
TXN_334af2e2031b,ACC_526ad32d1552,False,False,False,normal,
TXN_bcc0204c7805,ACC_526ad32d1552,False,False,False,normal,
TXN_acc4faa81818,ACC_526ad32d1552,False,False,False,normal,
TXN_8dcdf89eebd7,ACC_526ad32d1552,False,False,False,normal,
TXN_ea122c7f2d21,ACC_526ad32d1552,False,False,False,normal,
TXN_9ea102f2ee42,ACC_526ad32d1552,False,False,False,normal,
TXN_90de8b7cb217,ACC_526ad32d1552,False,False,False,normal,
TXN_9dd6523e626d,ACC_bee754509e29,False,False,False,normal,
TXN_4df0a66497ad,ACC_bee754509e29,False,False,False,normal,
TXN_5eb0d34896a3,ACC_bee754509e29,False,False,False,normal,
TXN_02456f773c18,ACC_bee754509e29,False,False,False,normal,
TXN_4549ae3d8a15,ACC_bee754509e29,False,False,False,normal,
TXN_db64e4d618bd,ACC_bee754509e29,False,False,False,normal,
TXN_26a76e471e07,ACC_bee754509e29,False,False,False,normal,
TXN_c64310925423,ACC_bee754509e29,False,False,False,normal,
TXN_0abe2163f8c5,ACC_bee754509e29,False,False,False,normal,
TXN_99232e15a2c8,ACC_bee754509e29,False,False,False,normal,
TXN_679fbc8e0cc9,ACC_116bcbb972d7,False,False,False,normal,
TXN_b5e5b765145a,ACC_116bcbb972d7,False,False,False,normal,
TXN_c5061e272d70,ACC_116bcbb972d7,False,False,False,normal,
TXN_ca975cfc30fd,ACC_116bcbb972d7,False,False,False,normal,
TXN_d7d3d2e68ce9,ACC_116bcbb972d7,False,False,False,normal,
TXN_8719a0817b53,ACC_116bcbb972d7,False,False,False,normal,
TXN_7155ffbb14d0,ACC_116bcbb972d7,False,False,False,normal,
TXN_2d20fd3691f3,ACC_116bcbb972d7,False,False,False,normal,
TXN_6305393a910d,ACC_116bcbb972d7,False,False,False,normal,
TXN_547d70cef4e4,ACC_116bcbb972d7,False,False,False,normal,
TXN_53f6c1059f66,ACC_02a3ccc96767,False,False,False,normal,
TXN_a95b41945f68,ACC_02a3ccc96767,False,False,False,normal,
TXN_927fbb4299f7,ACC_02a3ccc96767,False,False,False,normal,
TXN_e2e23fcff542,ACC_02a3ccc96767,False,False,False,normal,
TXN_9fb2e25b71a8,ACC_02a3ccc96767,False,False,False,normal,
TXN_04982a2dc533,ACC_02a3ccc96767,False,False,False,normal,
TXN_9f53ed1badb8,ACC_02a3ccc96767,False,False,False,normal,
TXN_d6a43b16994e,ACC_02a3ccc96767,False,False,False,normal,
TXN_c4a2bbee1a87,ACC_02a3ccc96767,False,False,False,normal,
TXN_e70ab567d299,ACC_02a3ccc96767,False,False,False,normal,
TXN_1e6b08be240c,ACC_3a5db3de2e12,False,False,False,normal,
TXN_2f9c3b720869,ACC_3a5db3de2e12,False,False,False,normal,
TXN_f26ea92008af,ACC_3a5db3de2e12,False,False,False,normal,
TXN_fb6cd2fe4caa,ACC_3a5db3de2e12,False,False,False,normal,
TXN_c099c0639870,ACC_3a5db3de2e12,False,False,False,normal,
TXN_79e824abb497,ACC_3a5db3de2e12,False,False,False,normal,
TXN_11a61100a78a,ACC_3a5db3de2e12,False,False,False,normal,
TXN_0446c787d189,ACC_3a5db3de2e12,False,False,False,normal,
TXN_61254e36c203,ACC_3a5db3de2e12,False,False,False,normal,
TXN_67bc88d08a51,ACC_3a5db3de2e12,False,False,False,normal,
TXN_c93d32e17ac1,ACC_2949b4ff7b59,False,False,False,normal,
TXN_14b5f96db981,ACC_2949b4ff7b59,False,False,False,normal,
TXN_eae45a27bc5b,ACC_2949b4ff7b59,False,False,False,normal,
TXN_8bc6eca134a8,ACC_2949b4ff7b59,False,False,False,normal,
TXN_c4be3155aafe,ACC_2949b4ff7b59,False,False,False,normal,
TXN_9d84316cff4f,ACC_2949b4ff7b59,False,False,False,normal,
TXN_c65ea7956f45,ACC_2949b4ff7b59,False,False,False,normal,
TXN_ecb4e2a9129e,ACC_2949b4ff7b59,False,False,False,normal,
TXN_d6f01359e698,ACC_2949b4ff7b59,False,False,False,normal,
TXN_fb77b819cf16,ACC_2949b4ff7b59,False,False,False,normal,
TXN_4eb78419e7ca,ACC_4b9b79a2254e,False,False,False,normal,
TXN_67752c6e0c3f,ACC_4b9b79a2254e,False,False,False,normal,
TXN_fa799882b45d,ACC_4b9b79a2254e,False,False,False,normal,
TXN_4240b2516399,ACC_4b9b79a2254e,False,False,False,normal,
TXN_f6188259a453,ACC_4b9b79a2254e,False,False,False,normal,
TXN_b9aede146eff,ACC_4b9b79a2254e,False,False,False,normal,
TXN_b949c4c88b6a,ACC_4b9b79a2254e,False,False,False,normal,
TXN_f35551e74fcd,ACC_4b9b79a2254e,False,False,False,normal,
TXN_dd66653a0108,ACC_4b9b79a2254e,False,False,False,normal,
TXN_8ed378a870d5,ACC_4b9b79a2254e,False,False,False,normal,
TXN_5f7c983ef93c,ACC_3ec98ca4fa27,False,False,False,normal,
TXN_774d423cb335,ACC_3ec98ca4fa27,False,False,False,normal,
TXN_cdb901cb97d3,ACC_3ec98ca4fa27,False,False,False,normal,
TXN_ed2a8c8e9c36,ACC_3ec98ca4fa27,False,False,False,normal,
TXN_063fa0a7bdba,ACC_3ec98ca4fa27,False,False,False,normal,
TXN_28ce16a9ca17,ACC_3ec98ca4fa27,False,False,False,normal,
TXN_3f3e1fddcb74,ACC_3ec98ca4fa27,False,False,False,normal,
TXN_1cf5e71a6457,ACC_3ec98ca4fa27,False,False,False,normal,
TXN_1026d6e0469f,ACC_3ec98ca4fa27,False,False,False,normal,
TXN_30ef0db179eb,ACC_3ec98ca4fa27,False,False,False,normal,
TXN_144402c8dab3,ACC_8346af0c8448,False,False,False,normal,
TXN_180ed7ea6d6c,ACC_8346af0c8448,False,False,False,normal,
TXN_786d3217735b,ACC_8346af0c8448,False,False,False,normal,
TXN_49d8674d1c69,ACC_8346af0c8448,False,False,False,normal,
TXN_eede1bdcf5eb,ACC_8346af0c8448,False,False,False,normal,
TXN_6c107b96f6ee,ACC_8346af0c8448,False,False,False,normal,
TXN_41360b056b63,ACC_8346af0c8448,False,False,False,normal,
TXN_1a164af250f0,ACC_8346af0c8448,False,False,False,normal,
TXN_add238d0762d,ACC_8346af0c8448,False,False,False,normal,
TXN_7e320d964f3f,ACC_8346af0c8448,False,False,False,normal,
TXN_8c82d58af193,ACC_b45c4fe91ab5,False,False,False,normal,
TXN_b6e0cb4dbe64,ACC_b45c4fe91ab5,False,False,False,normal,
TXN_1b9f7bd5231b,ACC_b45c4fe91ab5,False,False,False,normal,
TXN_72eff8f4fade,ACC_b45c4fe91ab5,False,False,False,normal,
TXN_e95f6d748abe,ACC_b45c4fe91ab5,False,False,False,normal,
TXN_be27df8c1896,ACC_b45c4fe91ab5,False,False,False,normal,
TXN_98a8771e27c3,ACC_b45c4fe91ab5,False,False,False,normal,
TXN_af2a07ec79ad,ACC_b45c4fe91ab5,False,False,False,normal,
TXN_32b24bcbd883,ACC_b45c4fe91ab5,False,False,False,normal,
TXN_062f3dc90ee0,ACC_b45c4fe91ab5,False,False,False,normal,
TXN_9f8b136447d7,ACC_7b1234883cf2,False,False,False,normal,
TXN_59314db99140,ACC_7b1234883cf2,False,False,False,normal,
TXN_c1d7fb6af8cc,ACC_7b1234883cf2,False,False,False,normal,
TXN_8659be40c041,ACC_7b1234883cf2,False,False,False,normal,
TXN_bb6be407d77b,ACC_7b1234883cf2,False,False,False,normal,
TXN_914199543b40,ACC_7b1234883cf2,False,False,False,normal,
TXN_5ccbfee5b42d,ACC_7b1234883cf2,False,False,False,normal,
TXN_85abe8a33d59,ACC_7b1234883cf2,False,False,False,normal,
TXN_4184b6d86991,ACC_7b1234883cf2,False,False,False,normal,
TXN_8963df3d769b,ACC_7b1234883cf2,False,False,False,normal,
TXN_f0181f5f1445,ACC_6a63e4597a6e,False,False,False,normal,
TXN_bbdc19d23e2b,ACC_6a63e4597a6e,False,False,False,normal,
TXN_e67ec870558d,ACC_6a63e4597a6e,False,False,False,normal,
TXN_4a433463e0f9,ACC_6a63e4597a6e,False,False,False,normal,
TXN_8afe9e4dc363,ACC_6a63e4597a6e,False,False,False,normal,
TXN_0795e8bdc0e8,ACC_6a63e4597a6e,False,False,False,normal,
TXN_d5457e1da43c,ACC_6a63e4597a6e,False,False,False,normal,
TXN_4ba0bb70ae8a,ACC_6a63e4597a6e,False,False,False,normal,
TXN_682a5031693a,ACC_6a63e4597a6e,False,False,False,normal,
TXN_cd3f742995d0,ACC_6a63e4597a6e,False,False,False,normal,
TXN_a9e634086b73,ACC_052491763c45,False,False,False,normal,
TXN_2d48d95526e6,ACC_052491763c45,False,False,False,normal,
TXN_4cf3d0d54db2,ACC_052491763c45,False,False,False,normal,
TXN_09ee96908a69,ACC_052491763c45,False,False,False,normal,
TXN_99cb6c6b7278,ACC_052491763c45,False,False,False,normal,
TXN_1565a090982f,ACC_052491763c45,False,False,False,normal,
TXN_dd982e75f342,ACC_052491763c45,False,False,False,normal,
TXN_013a1b10754c,ACC_052491763c45,False,False,False,normal,
TXN_e6bc3bbd0092,ACC_052491763c45,False,False,False,normal,
TXN_34a09ae93985,ACC_052491763c45,False,False,False,normal,
TXN_8d42f28be0ac,ACC_d650632ba638,False,False,False,normal,
TXN_b2155b1e0220,ACC_d650632ba638,False,False,False,normal,
TXN_a2d94a977aac,ACC_d650632ba638,False,False,False,normal,
TXN_9166affd45e8,ACC_d650632ba638,False,False,False,normal,
TXN_db8ead6b1cbd,ACC_d650632ba638,False,False,False,normal,
TXN_178e87a0ef04,ACC_d650632ba638,False,False,False,normal,
TXN_223245d6b942,ACC_d650632ba638,False,False,False,normal,
TXN_4311d433a455,ACC_d650632ba638,False,False,False,normal,
TXN_b9eac0d1dfe2,ACC_d650632ba638,False,False,False,normal,
TXN_c1815814b11e,ACC_d650632ba638,False,False,False,normal,
TXN_c338205bbfee,ACC_91a6c22d876f,False,False,False,normal,
TXN_044ac08520cb,ACC_91a6c22d876f,False,False,False,normal,
TXN_8600ae60a56f,ACC_91a6c22d876f,False,False,False,normal,
TXN_4939e28cbe0f,ACC_91a6c22d876f,False,False,False,normal,
TXN_c690e6b412ed,ACC_91a6c22d876f,False,False,False,normal,
TXN_9712b8ab60fd,ACC_91a6c22d876f,False,False,False,normal,
TXN_8c5fa614c322,ACC_91a6c22d876f,False,False,False,normal,
TXN_2dd0d1a17a4d,ACC_91a6c22d876f,False,False,False,normal,
TXN_2dbb0ddd4263,ACC_91a6c22d876f,False,False,False,normal,
TXN_373489fdeb09,ACC_91a6c22d876f,False,False,False,normal,
TXN_b38e3af242eb,ACC_f8076d4327a9,False,False,False,normal,
TXN_70289e7b12bc,ACC_f8076d4327a9,False,False,False,normal,
TXN_39e6d1fb8f96,ACC_f8076d4327a9,False,False,False,normal,
TXN_3cf3a349062f,ACC_f8076d4327a9,False,False,False,normal,
TXN_8d312f2ee667,ACC_f8076d4327a9,False,False,False,normal,
TXN_9e39d81e8bc1,ACC_f8076d4327a9,False,False,False,normal,
TXN_8c393e627610,ACC_f8076d4327a9,False,False,False,normal,
TXN_605a457e4a76,ACC_f8076d4327a9,False,False,False,normal,
TXN_9168bcab6255,ACC_f8076d4327a9,False,False,False,normal,
TXN_c5b462ace4ae,ACC_f8076d4327a9,False,False,False,normal,
TXN_062669d5157f,ACC_04c6c5ca0e7c,False,False,False,normal,
TXN_9ea04d313eae,ACC_04c6c5ca0e7c,False,False,False,normal,
TXN_c654979307b0,ACC_04c6c5ca0e7c,False,False,False,normal,
TXN_4cf6363504cb,ACC_04c6c5ca0e7c,False,False,False,normal,
TXN_696f845bb85e,ACC_04c6c5ca0e7c,False,False,False,normal,
TXN_ff085818ee3c,ACC_04c6c5ca0e7c,False,False,False,normal,
TXN_1908564664b7,ACC_04c6c5ca0e7c,False,False,False,normal,
TXN_27cef549d530,ACC_04c6c5ca0e7c,False,False,False,normal,
TXN_fe14bf7c6cff,ACC_04c6c5ca0e7c,False,False,False,normal,
TXN_d1a8fbbbf4f7,ACC_04c6c5ca0e7c,False,False,False,normal,
TXN_39ac6304dade,ACC_f7e96e86a14d,False,False,False,normal,
TXN_74fb031a2ef8,ACC_f7e96e86a14d,False,False,False,normal,
TXN_376d502d354a,ACC_f7e96e86a14d,False,False,False,normal,
TXN_3a77339a6b44,ACC_f7e96e86a14d,False,False,False,normal,
TXN_432898637884,ACC_f7e96e86a14d,False,False,False,normal,
TXN_f21458fb9976,ACC_f7e96e86a14d,False,False,False,normal,
TXN_649996d40e99,ACC_f7e96e86a14d,False,False,False,normal,
TXN_92d458c665f9,ACC_f7e96e86a14d,False,False,False,normal,
TXN_04a6a7a74b2a,ACC_f7e96e86a14d,False,False,False,normal,
TXN_1c5c24749986,ACC_f7e96e86a14d,False,False,False,normal,
TXN_37392ef7f072,ACC_db63b0cac835,False,True,True,behavioral_anomaly,
TXN_0b134920edda,ACC_db63b0cac835,False,True,True,behavioral_anomaly,
TXN_a30c27821761,ACC_db63b0cac835,False,True,True,behavioral_anomaly,
TXN_72d1465b2145,ACC_db63b0cac835,False,True,True,behavioral_anomaly,
TXN_b2dbf1ee89c2,ACC_db63b0cac835,False,True,True,behavioral_anomaly,
TXN_0f40ab235d4c,ACC_db63b0cac835,False,True,True,behavioral_anomaly,
TXN_7d49526839e9,ACC_db63b0cac835,False,True,True,behavioral_anomaly,
TXN_6b395d5129b0,ACC_db63b0cac835,False,True,True,behavioral_anomaly,
TXN_4f7de3ddcbb4,ACC_db63b0cac835,False,True,True,behavioral_anomaly,
TXN_193546f3008c,ACC_db63b0cac835,False,True,True,behavioral_anomaly,
TXN_bbd069977557,ACC_42e349ec83f2,False,True,True,behavioral_anomaly,
TXN_a9b62f454b85,ACC_42e349ec83f2,False,True,True,behavioral_anomaly,
TXN_f97797411cb2,ACC_42e349ec83f2,False,True,True,behavioral_anomaly,
