transaction_id,account_id,device_id,ip_address,card_fingerprint,transaction_amount,transaction_time,account_age_days,refund_rate,hour,day_of_week,transactions_last_1h,transactions_last_24h,historical_median_amount,has_amount_history,amount_deviation,accounts_per_device,accounts_per_ip,accounts_per_card,is_new_account,amount_vs_global_median,refund_risk,device_sharing_ratio,ip_sharing_ratio,is_fraud_ring,is_behavioral_anomaly,is_fraud,fraud_type,fraud_ring_id
TXN_ef09ae554a3d,ACC_e2fcd9d0072a,DEV_7cdd0cfcae33,110.124.227.120,CARD_304d2d358a3e,762.64,0,1707,0.0291,8,5,0,0,1484.71,1,0.5136626007772561,3,1,2,0,0.6501120971110486,0,0.1,0.1,False,False,False,normal,
TXN_1a43d1bf21b2,ACC_7ba677b277d5,DEV_4846b75c6602,202.142.217.237,CARD_a9e36a40b7ed,417.11,0,298,0.1688,8,5,0,0,1509.36,1,0.2763489160968888,2,4,3,0,0.35556521665004387,0,0.1,0.1,False,False,False,normal,
TXN_14f87ea8c0eb,ACC_93e5f1c85211,DEV_50291601ff92,39.24.209.106,CARD_6346d2504214,3163.98,0,452,0.0474,9,5,0,0,1509.36,1,2.096239465733821,2,3,3,0,2.697133212285502,0,0.1,0.1,False,False,False,normal,
TXN_00356cf456a0,ACC_b5aa72360259,DEV_6f91bb589fad,143.123.234.18,CARD_cd3d9de4c590,363.9,0,483,0.0881,10,5,0,0,1509.36,1,0.24109556368262045,1,3,1,0,0.31020637802726125,0,0.1,0.1,False,False,False,normal,
TXN_a767a29c33a7,ACC_c3476bc59e58,DEV_e9b5f6ec5994,6.224.80.255,CARD_8a8936bec68b,900.08,0,821,0.1435,10,5,0,0,1509.36,1,0.5963322202787937,2,2,2,0,0.7672727582708914,0,0.1,0.1,False,False,False,normal,
TXN_db9f37984d55,ACC_d56741cdd617,DEV_43fd44b0e357,87.228.63.33,CARD_e883a9902a5b,599.84,0,584,0.0593,14,5,0,0,1509.36,1,0.3974134732601898,2,4,3,0,0.511333316284343,0,0.1,0.1,False,False,False,normal,
TXN_00932ffbb0f0,ACC_aa617102b5f3,DEV_b4d61d8c369a,24.101.50.240,CARD_b4032bd33608,1491.41,0,1384,0.0426,16,5,0,0,1509.36,1,0.9881075422695713,2,1,1,0,1.2713517291938383,0,0.1,0.1,False,False,False,normal,
TXN_6362ef284c0c,ACC_66e3bf8abf60,RING_DEVICE_004,10.250.4.1,RING_CARD_004,3513.78,0,957,0.234,18,5,0,0,1509.63,1,2.3275769559428467,4,4,4,0,2.99532005216991,0,0.1,0.1,True,False,True,fraud_ring,RING_004
TXN_e36ea48eeae7,ACC_04b3bfb0fdcf,DEV_61384fcd0d21,170.103.145.113,CARD_ba983fb527a2,1837.7,0,400,0.0437,18,5,0,0,1509.63,1,1.217318150805164,3,2,3,0,1.566546471285238,0,0.1,0.1,False,False,False,normal,
TXN_cb75e20fec5a,ACC_c49c1545f0dd,DEV_fbec14d57d7c,83.139.88.149,CARD_85136de22d10,2249.79,0,996,0.0467,18,5,0,0,1509.63,1,1.4902923232845133,3,2,2,0,1.9178323913766204,0,0.1,0.1,False,False,False,normal,
TXN_8ddf274edb88,ACC_f17a5f4758ba,DEV_8a32ae96da80,150.184.118.235,CARD_cac2227e9b82,1094.16,0,1448,0.0593,18,5,0,0,1509.63,1,0.7247868683054788,2,2,2,0,0.9327161598854308,0,0.1,0.1,False,False,False,normal,
TXN_06c5960498fb,ACC_00b0021ec2cb,DEV_5ab2e13c0093,168.224.88.48,CARD_7d7a2c75fd02,2552.72,0,809,0.1218,19,5,0,0,1509.63,1,1.6909573869093748,1,2,1,0,2.176064922554961,0,0.1,0.1,False,False,False,normal,
TXN_efe507e131e8,ACC_c840864ab43f,DEV_f634470b390b,172.187.212.82,CARD_6f05d9c92294,2501.33,0,490,0.0246,20,5,0,0,1509.63,1,1.656915933043196,2,3,3,0,2.1322575420470717,0,0.1,0.1,False,False,False,normal,
TXN_4315c6d48e77,ACC_09608149d7a8,DEV_a1ad83e90247,78.207.206.0,CARD_5d69f1fda3eb,446.32,0,1338,0.024,21,5,0,0,1509.36,1,0.2957014893729793,2,3,1,0,0.3804652669445652,0,0.1,0.1,False,False,False,normal,
TXN_e6f956908746,ACC_2a10c2e900e9,DEV_589f83593cfc,62.113.220.232,CARD_fd82bf241176,893.43,0,533,0.0748,22,5,0,0,1509.36,1,0.5919263793925903,1,2,2,0,0.7616039690049355,0,0.1,0.1,False,False,False,normal,
TXN_f1eecae3de0b,ACC_8af374719af8,DEV_6c43d2f6a0d9,156.204.97.210,CARD_9e7b35d48c25,298.54,0,1313,0.0612,22,5,0,0,1484.71,1,0.20107630446349792,2,1,2,0,0.2544902778132965,0,0.1,0.1,False,False,False,normal,
TXN_568473efd45e,ACC_3eadd341ae19,DEV_ef73404a738e,116.69.155.214,CARD_bf98bcca6cf1,221.57,1,19,0.0902,23,5,0,0,1484.71,1,0.14923453064908299,2,2,2,1,0.18887723874553528,0,0.1,0.1,False,False,False,normal,
TXN_f5ec73f8a093,ACC_1a494e3c1b9b,DEV_bc0d0c8f071e,162.222.70.233,CARD_772f39cc23fa,1361.3,1,1533,0.1607,0,6,0,0,1460.06,1,0.93235894415298,1,1,3,0,1.160439522969252,0,0.1,0.1,False,False,False,normal,
TXN_ccf92bc5139a,ACC_1fb461439436,DEV_06ec60fc9969,39.24.209.106,CARD_9856c8836515,695.19,1,1149,0.1057,1,6,0,0,1460.06,1,0.4761379669328658,3,3,2,0,0.5926143774134977,0,0.1,0.1,False,False,False,normal,
TXN_4ba40b2e1dd5,ACC_a1db96690ef5,DEV_c32469d82244,116.158.100.194,CARD_df523021f270,390.09,1,542,0.0429,1,6,0,0,1431.795,1,0.2724482205902381,2,2,4,0,0.3325320307904764,0,0.1,0.1,False,False,False,normal,
TXN_0440cec59f66,ACC_6f4601d98ba4,DEV_0f6d5ec76c28,79.80.101.191,CARD_c89ffa9a31d6,1696.79,1,1053,0.1343,2,6,0,0,1460.06,1,1.162137172444968,2,3,4,0,1.446427810312934,0,0.1,0.1,False,False,False,normal,
TXN_771063b6e0f0,ACC_3a879ebe3e74,DEV_461800d2ebdb,206.80.212.15,RING_CARD_003,5530.32,1,1714,0.3826,2,6,0,0,1470.635,1,3.7604980161630857,3,3,10,0,4.714318594481241,0,0.1,0.1,True,False,True,fraud_ring,RING_003
TXN_e02922f653cb,ACC_6fb31cd2b66f,RING_DEVICE_009,160.107.168.205,CARD_89610864d8bb,1413.71,1,1765,0.3002,3,6,0,0,1470.635,1,0.9612922309070572,6,2,3,0,1.2051164019810925,0,0.1,0.1,True,False,True,fraud_ring,RING_009
TXN_b00b9c2d453e,ACC_1c692c82628d,DEV_afce6516743f,149.5.194.133,CARD_83fa66774597,793.71,1,1045,0.1598,4,6,0,0,1481.21,1,0.5358524449605391,1,2,3,0,0.6765977035010101,0,0.1,0.1,False,False,False,normal,
TXN_baf52d2eee5b,ACC_ae4f8a971a7c,DEV_8990dd5d2d1d,60.104.17.39,CARD_08afc59a7fb8,4601.81,1,123,0.0954,4,6,0,0,1481.21,1,3.1067910694634793,2,4,4,0,3.9228106965364975,0,0.1,0.1,False,False,False,normal,
TXN_78db6a74387c,ACC_dbf4bf29527d,DEV_c20344bc8b99,111.231.231.65,CARD_1a033c3ff65d,2053.83,1,629,0.0874,5,6,0,0,1470.635,1,1.3965599893923373,1,1,2,0,1.7507863846763672,0,0.1,0.1,False,False,False,normal,
TXN_ffb442728dbf,ACC_9a5f4b910dc1,DEV_07ccd669c88c,15.244.217.8,CARD_9f81ba0d4d20,1483.12,0,1250,0.01,6,6,0,0,1470.635,1,1.0084895300329448,1,2,2,0,1.2642849227254513,0,0.1,0.1,False,False,False,normal,
TXN_1f1b80bc0a8e,ACC_e2fcd9d0072a,DEV_7cdd0cfcae33,110.124.227.120,CARD_304d2d358a3e,895.29,0,1707,0.0595,8,6,0,0,1460.06,1,0.6131871292960563,3,1,2,0,0.7631895251003759,0,0.1,0.1,False,False,False,normal,
TXN_b6c702193266,ACC_40848d20846c,DEV_db78bfa57923,85.88.54.200,CARD_c79f32598680,912.28,0,588,0.1125,10,6,0,0,1460.06,1,0.624823637384765,3,4,1,0,0.7776726423377575,0,0.1,0.1,False,False,False,normal,
